Fiscal year,Proc Categ,Major Sector,Proc Type,Proc Meth,Proj Name,Proj ID,Len Instr Type,Lending Instr,Contract,Bor Ctr Ref #,#  Addendums,Ctr Awd Date,Supplier,Supp Ctry,Amount
2010,Consultant Services,"Public admin, Law",CLA,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,"Enhanced Justice sector service for Uriankhai, Dorbot and Tu",EJSSP-CS-06/10,#,6/30/2010,SECRETARY OF THE ASS IN BAYAN-ULGII,Mongolia,"10,000"
2010,Consultant Services,"Public admin, Law",CLA,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Conduct legal outreach progrem in Kazakh language in Bayan-U,EJSSP-CS-05/10,#,6/30/2010,LEGAL AID CENTER OF BAYAN-ULGII AIMAG,Mongolia,"6,000"
2010,Consultant Services,"Public admin, Law",CLA,Single Source Selection,MN-Enhanced Justice Sec Services,P101446,INVESTMENT,SPECIFIC INVEST LN,Education Consultant,EJSSP-CS-01/10,#,4/9/2010,UKHNAA TUYA,Mongolia,360
2010,Consultant Services,"Public admin, Law","Sector studies, Master Plans",Quality And Cost-Based Selection,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,developing proposals for a new civil service grade structure,GAP/C/A3-027,#,10/5/2009,PDP AUSTRALIA PTY LTD.,Australia,"161,170"
2010,Consultant Services,Info & communication,CAD,Least Cost Selection,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,Contract for Audit Service,#,#,3/25/2010,"NIMM AUDIT CO., LTD.",Mongolia,"3,591"
2010,Consultant Services,Finance,CAD,Least Cost Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,Contract for Audit service,#,#,4/13/2010,NIISLEL AUDIT,Mongolia,"2,547"
2010,Consultant Services,Finance,CAD,Quality And Cost-Based Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,Anod bank portfolio audit services,PWC KOREA,#,8/12/2009,PRICE WATERHOUSE COOPERS,Germany,"178,282"
2010,Consultant Services,Finance,CAD,Quality And Cost-Based Selection,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,"Special bank assessments for Golomt, Savings and Mongol post",PWC KOREA,#,2/19/2010,SAMIL PRICE WATERHOUSE COOPERS,"Korea, Republic","263,000"
2010,Consultant Services,Finance,CAN,Quality And Cost-Based Selection,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Scaling up of participatory monitoring and evaluation throug,PTRC,#,10/14/2009,POPULATION TEACHING AND RESEARCH CENTE,Mongolia,"356,684"
2010,Consultant Services,Finance,Policy and Strategy,CQS,MN-Private Sector Development Credit II,P088992,INVESTMENT,FINAN INTERMED LN,To carry out special bank assessment,#,#,5/27/2010,ERNST & YOUNG ASSOCIES,France,"284,948"
2010,Consultant Services,Finance,CCS,Single Source Selection,MN-Index-Based Livestock Insurance,P088816,INVESTMENT,SPECIFIC INVEST LN,"CONTRACT FOR CONSULTANTS' SERVICES OF 
IBLI SOFTWARE DEVELO",CS 33,#,9/11/2009,"""INTERACTIVE"" LLC",Mongolia,"30,550"
2010,Consultant Services,Finance,CFN,Individual,TA to Mong. Govt. to support DPC2,P118170,ADJUSTMENT,Development Policy,Advisory programm to the Ministry of Finance of Mongolia,IC,#,2/10/2010,HYOUNG KWON KO,"Korea, Republic","250,000"
2010,Consultant Services,Health & social serv,CHS,Individual,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,Capacity building for Clinical Management of Severe Acute Re,SHORT TERM INDIVIDUAL CONSULTANT,#,12/24/2009,PAUL ANANTHARAJAH TAMBYAH,Singapore,"11,400"
2010,Consultant Services,Health & social serv,CHS,Single Source Selection,MN-Assistance on Avian Flu,P104867,INVESTMENT,EMERG RECOVERY LN,Consultant service for FAO's Technical Assistance to the Avi,01/10,#,7/9/2009,UNITED NATIONS OFFICE PROJECT SERVICES (UNOPS),World,"134,786"
2010,Consultant Services,Energy & mining,CAD,Least Cost Selection,MN-Energy Sector,P040907,INVESTMENT,SPECIFIC INVEST LN,Contract for Audit Service,#,#,3/25/2010,DALAIVAN,Mongolia,"3,734"
2010,Consultant Services,Energy & mining,CAD,Least Cost Selection,Mongolia-EITI,P099936,INVESTMENT,TECHNICAL ASSIST LN,Contract for Audit Service,#,#,4/13/2010,NIISLEL AUDIT,Mongolia,"1,312"
2010,Consultant Services,Energy & mining,CAD,Quality And Cost-Based Selection,Mongolia Phase II: EITI Implementation,P117011,INVESTMENT,TECHNICAL ASSIST LN,Mongolia 3rd EITI reconciliation contract for 2008,EITI,#,3/1/2010,HART NURSE LTD,United Kingdom,"94,501"
2010,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Consultant service to review the existing plans and model fo,CONTRACT,#,2/11/2010,MCKINSEY AND COMPANY,Canada,"199,000"
2010,Consultant Services,Energy & mining,"Management Advice, Technical/Operation A",CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Establish Taxation Units for Strategic Deposits under GDNT,COMPONENT 1.3,#,5/3/2010,ADAM SMITH INTERNATIONAL LTD.,United Kingdom,"147,210"
2010,Consultant Services,Energy & mining,Policy and Strategy,CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Strategic advice to the Government of Mongolia on Opportunit,#,#,5/24/2010,WORLEY PARSONS SERVICES PTY LIMITED,Australia,"181,500"
2010,Consultant Services,Energy & mining,Policy and Strategy,CQS,MN-Mining Sector Inst Strength TA,P108768,INVESTMENT,TECHNICAL ASSIST LN,Consulting services,#,#,6/4/2010,MCKINSEY AND COMPANY,China,"199,900"
2010,Consultant Services,Water/sanit/fld prot,CAD,Least Cost Selection,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Contract for Audit service,#,#,3/25/2010,DALAIVAN,Mongolia,"3,734"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU Manager- engineer,C-3890-MOG/1NC4-1,#,1/21/2010,D. TSENDSUREN,Mongolia,"9,434"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU ACCOUNTANT,C-2890-MOG/1NC4-3,#,1/21/2010,J. BATBUYANT,Mongolia,"8,984"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU PROCUREMENT SPECIALIST,C-2890-MOG/1NC4-4,#,1/21/2010,M. ENKHBAYAR,Mongolia,"9,164"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU SUPERVISION ENGINEER,C-2890-MOG/1NC4-5,#,1/21/2010,O. ENKHTUVSHIN,Mongolia,"8,984"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Resettlement and environmental officer,C-2890-MOG/1NC4-6,#,1/21/2010,D. NYAMDORJ,Mongolia,"8,984"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Office manager and Translator,C-2890-MOG/1NC4-7,#,1/21/2010,YU. PUREVSUREN,Mongolia,"7,637"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU Junior accountant,C-2890-MOG/1NC4-8,#,1/21/2010,L. MURUNDALAI,Mongolia,"7,637"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU Driver,C-2890-MOG/1NC4-10,#,1/21/2010,B.BATJARGAL,Mongolia,"3,594"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU Driver,C-2890-MOG/1NC4-11,#,1/21/2010,L. ANKHBAATAR,Mongolia,"3,594"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU office keeper,C-2890-MOG/1NC4-12,#,1/21/2010,TS. BAYARMAA,Mongolia,"3,145"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,cOMMUNICATION OFFICER,C-3890-MOG/1NC4-9,#,1/21/2010,G. DAVAAJAV,Mongolia,"7,637"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,JSDF Project Coordinator,C-3890-MOG//1NC4-13,#,1/21/2010,NYAMSUREN. B,Mongolia,"8,984"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,JSDF project supervision coordinator,C-3890-MOG//1NC4-14,#,1/21/2010,G. BAYARTUYA,Mongolia,"5,990"
2010,Consultant Services,Water/sanit/fld prot,Project Management,Individual,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,PMU DIRECTOR,#,#,1/21/2010,L. BADAMKHORLOO,Mongolia,"9,883"
2010,Civil Works,Energy & mining,"Works, Maintenance and Rehabilitation",International Competitive Bidding,MN-Renewable Energy for Rural Access,P099321,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation Works for Mini-grid Rehabilitation o,REAP-B-4 (LOT A),#,7/22/2009,"HASU-ERCHIM CO., LTD.",Mongolia,"181,994"
2010,Civil Works,Energy & mining,"Works, Maintenance and Rehabilitation",International Competitive Bidding,MN-Renewable Energy for Rural Access,P099321,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation Works for Mini-grid Rehabilitation o,REAP-B-4 (LOT C),#,7/22/2009,"ENERGO STAR CO., LTD.",Mongolia,"239,678"
2010,Civil Works,Energy & mining,"Works, Maintenance and Rehabilitation",International Competitive Bidding,MN-Renewable Energy for Rural Access,P099321,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation Works for Mini-grid Rehabilitation o,REAP-B-4 (LOT D),#,7/22/2009,TSATSRAKH TSOG COMPANY LTD.,Mongolia,"224,800"
2010,Civil Works,Energy & mining,"Works, Maintenance and Rehabilitation",International Competitive Bidding,MN-Renewable Energy for Rural Access,P099321,INVESTMENT,SPECIFIC INVEST LN,Supply and Installation Works for Mini-grid Rehabilitation o,REAP-B-4 (LOT B),#,7/22/2009,DARKHAN SELENGE REGIONAL ELECTRICITY D,Mongolia,"223,759"
2010,Civil Works,Water/sanit/fld prot,"Works, Installation & Erection",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,connection to water supply and sewerage system in Dambadarja,HSC-01,#,1/11/2010,MONINJBAR COMPANY,Mongolia,"249,757"
2010,Civil Works,Water/sanit/fld prot,"Works, Installation & Erection",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,connection to water supply and sewerage system in Dambadarja,HSC-01,#,1/11/2010,ARDAAGAN CO.,Mongolia,"249,757"
2010,Civil Works,Water/sanit/fld prot,"Works, Installation & Erection",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,connection to water supply and sewerage system in Dambadarja,HSC-01,#,1/11/2010,"NARAN RASHAAN CO., LTD.",Mongolia,"257,326"
2010,Civil Works,Water/sanit/fld prot,"Works, Infrastructure",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"construction of public service center in Hhoroo No.25, songi",PRO-02-PS,#,9/15/2009,"TERKHIIN UNDRAA CO., LTD.",Mongolia,"143,836"
2010,Civil Works,Water/sanit/fld prot,"Works, Infrastructure",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,"construction of public service center in Hhoroo No.8, chinge",PRO-01-PS,#,8/26/2009,"MONINJBAR CO., LTD.",Mongolia,"139,236"
2010,Civil Works,Water/sanit/fld prot,"Works, Maintenance and Rehabilitation",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Rehabilitation of khailaast pump station,PHG-1,#,9/3/2009,"JV PRESTIGE ENG CO., LTD , MONHORUS CO",Mongolia,"164,678"
2010,Civil Works,Water/sanit/fld prot,"Works, Maintenance and Rehabilitation",International Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Amended contract on rehabilitation of Khailaasr pumr station,PHG-01,#,9/3/2009,"JV PRESTIGE ENG CO., LTD , MONHORUS CO",Mongolia,"167,273"
2010,Civil Works,Water/sanit/fld prot,"Works, Buildings",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Construction of public service center in khoroo No.25 of Son,PRO-02-PS,#,9/15/2009,"TERKHIIN UNDRAA CO., LTD.",Mongolia,"143,836"
2010,Civil Works,Water/sanit/fld prot,"Works, Buildings",National Competitive Bidding,MN-UB SERVICES IMPROVMT 2,P074591,INVESTMENT,SPECIFIC INVEST LN,Construction of Tolgoit River Drainage in Ulaanbaatar,PRO-06-DR,#,6/8/2010,CHMM,Mongolia,"252,084"
2010,Goods,Agriculture,Equipment Information Technology,International Competitive Bidding,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Supply of equipment to 21 aimags - LOT 3 Supply of laptop,G-11-7-9,#,2/12/2010,BIT TNN,Mongolia,"184,898"
2010,Goods,Agriculture,"Equipment, Telecommunications",International Competitive Bidding,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Supply of Equipment to 21 aimags Lot 1 - Supply of GPS,G-10-1-9,#,2/12/2010,TOPICA CO LTD,Mongolia,"87,185"
2010,Goods,Agriculture,"Equipment, Transportation",International Competitive Bidding,MN-Sustainable Livelihoods II,P096439,INVESTMENT,ADAPTABLE PROGRAM LN,Supply of Equipment to 21 aimags Lot 2- Supply of Plotter ma,G-1-1-9,#,2/5/2010,MCS ELECTRONICS LLC,Mongolia,"79,518"
2010,Goods,"Public admin, Law","Equipment, Electrical",SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,"duplication of CDs with audio, video materials and data.",LJR-SPAR-SH-09/05,#,7/1/2009,"RAM CO., LTD.",Mongolia,"2,027"
2010,Goods,"Public admin, Law",Equipment Information Technology,Direct Contracting,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Supply and installation of Server Processors and others,GAP/G/B4-019,#,1/20/2010,MCS ELECTRONICS,Mongolia,"6,708"
2010,Goods,"Public admin, Law",Miscellaneous,Direct Contracting,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Printing of Budget Books for state owned organizations,GAP/G/A1-009,#,11/19/2009,ADMON/MON SUDAR,Mongolia,"4,887"
2010,Goods,"Public admin, Law",Miscellaneous,Direct Contracting,MN-Governance Assistance,P098426,INVESTMENT,TECHNICAL ASSIST LN,Supply and Installation of Smart Desks and its associated ch,GAP/G/B3-029,#,10/29/2009,BAMBAR-INJ,Mongolia,"35,310"
2010,Goods,"Public admin, Law",Miscellaneous,SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,publication of handout for the participants of the regional,LJR-SPAR-SH-09/03,#,7/1/2009,"SODPRESS CO., LTD.",Mongolia,733
2010,Goods,"Public admin, Law",Miscellaneous,SHOP,MN- Administrative Regulation,P099411,UNKNOWN,Not assigned,publication of 4 types of handouts on public administrative,LJR-SPAR-SH-09/04,#,7/1/2009,"LOTAR CO., LTD.",Mongolia,"2,329"
2010,Goods,Info & communication,"Equipment, Telecommunications",International Competitive Bidding,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,Capital subsidies for Internet services for soum center,1.4,#,5/6/2010,"SKY C & C  CO., LTD. MONGOLIA",Mongolia,"561,500"
2010,Goods,Info & communication,"Equipment, Telecommunications",International Competitive Bidding,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,Capital subsidies for Internet services for soum center,1.4,#,5/6/2010,MOBICOM CORPORATION,Mongolia,"317,170"
2010,Goods,Info & communication,"Equipment, Telecommunications",International Competitive Bidding,MN-Info & Com Infra Dev,P092965,INVESTMENT,SPECIFIC INVEST LN,Automated Spectrum Management System,2.2 (B),#,6/7/2010,TADIRAN ELECTRONIC SYSTEMS LTD,Israel,"347,615"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract of supply of kitchen facilities to school canteens,KE-03/09,#,11/30/2009,TULGA TUKHUURUMJ,Mongolia,"305,069"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract of supply of kitchen facilities to school canteens,KE-03/09,#,11/30/2009,KHURGULT SERVICE,Mongolia,"305,069"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of information center equipment for 17 primary school,DEF-03/04/09,#,11/12/2009,MCS ELECTRONICS,Mongolia,"38,629"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract of supply of dormitory beds, furniture for 17 prima",DEV 01/04/09,#,11/11/2009,JBS IMPEX,Mongolia,"111,511"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract of supply of dormitory beds, furniture for 17 prima",DEV 01/04/09,#,11/11/2009,ARGASUN MUSIC,Mongolia,"111,511"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract for supply of kitchen and cleaning place facilities,DEF-02/04/09,#,11/11/2009,"MEDIMPEX INTERNATIONAL CO.,LTD.",Mongolia,"189,394"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract for Supply of Furniture and Equipment to Teacher de,TDC-02/09/01,#,2/17/2010,"BSB SERVICE CO., LTD.",Mongolia,"391,036"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract for Supply of Furniture and equipment for Teacher d,TDC-02/09/02,#,2/17/2010,BODI ELECTRONICS,Mongolia,"883,543"
2010,Goods,Education,"Equipment, Educational",International Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract for Supply of funiture to secondary school,SSF-01/09,#,3/17/2010,MONGOL TAMKHI SO,Mongolia,"954,516"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for supply of ger, furniture and equipment to 100 k",FTI 07/09,#,10/22/2009,MEGAWOOD,Mongolia,"93,494"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for supply of ger, furniture and equipment to 100 k",FTI 07/09,#,10/22/2009,MANDAL BAGANA,Mongolia,"93,494"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for supply of ger, furniture, and equipment to 100",09/09 FTI,#,9/8/2009,ANUN LLC,Mongolia,"71,620"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for supply of ger, furniture, and equipment to 100",09/09 FTI,#,9/8/2009,UNAB,Mongolia,"71,620"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for supply of ger, furniture and equipment to 100 k",10/09-FTI,#,9/8/2009,ONLINE DATEN SYSTEMS,Mongolia,"3,021"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for ger, firniture and equipment to 100 kindergarde",11/09 FTI,#,9/8/2009,ANUN LLC,Mongolia,"34,941"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for ger, firniture and equipment to 100 kindergarde",11/09 FTI,#,9/8/2009,UNAB,Mongolia,"34,941"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for NCB, No: 27/09 -FTI Supply of furniture and equ",2/24/09-FTI,#,1/20/2010,ONLINE DATEN SYSTEMS,Mongolia,"13,290"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,"Contract for NCB, No: 27/09-FTI Supply of furniture and equi",3/27/09-FTI,#,1/20/2010,MCS ELECTRONICS,Mongolia,"88,000"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of furniture and equipment to special schools Lot 1:,1/27/09-FTI,#,2/24/2010,ONLINE DATEN SYSTEMS,Mongolia,"143,326"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of furniture and equipment to special schools Lot #5,5/27/09-FTI,#,2/24/2010,"MEDIMPEX INTERNATIONAL CO.,LTD.",Mongolia,"148,968"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of furniture and equipment to special school LOT # 7,7/24/09-FTI,#,2/24/2010,PROTEC,Mongolia,"88,067"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of furniture and equipment to special schools LOT # 8,8/24/09-FTI,#,2/24/2010,ONLINE DATEN SYSTEMS,Mongolia,"31,244"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of furniture and equipment to special schools LOT # 4,4/27/09-FTI,#,2/26/2010,GUCHGUR TRADE,Mongolia,"8,880"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Contract for Supply of furniture and equipment for preschool,1/24/09-FTI,#,1/12/2010,UEG MEBEL,Mongolia,"113,311"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply for furniture and equipment to preschool schools LOT,2/24/09-FTI,#,1/12/2010,MCS ELECTRONICS,Mongolia,"51,810"
2010,Goods,Education,"Equipment, Educational",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply for furniture and equipment to preschool schools LOT,3/24/09-FTI,#,1/12/2010,PROTEC,Mongolia,"37,332"
2010,Goods,Education,"Equipment, Electrical",National Competitive Bidding,MN-EDUCATION FOR ALL EFA-FTI (TF058043),P108776,INVESTMENT,SPECIFIC INVEST LN,Supply of furniture and equipment to special schools LOT# 6,6/27/09-FTI,#,2/24/2010,"MEDIMPEX INTERNATIONAL CO.,LTD.",Mongolia,"73,290"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/01,#,2/26/2010,BEMBI SAN,Mongolia,"1,998"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/02,#,2/26/2010,BEST COLOR INTERNATIONAL,Mongolia,"1,584"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/03,#,2/26/2010,BITPRESS,Mongolia,"1,675"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/04,#,2/26/2010,GARIG YERTENTS,Mongolia,"1,048"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Childre book purchase contract,C1.2/05,#,2/26/2010,INTERPRESS,Mongolia,"18,591"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/06,#,2/26/2010,IRMUUN MULTIMEDIA,Mongolia,"12,516"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/07,#,2/26/2010,MONSUDAR,Mongolia,"26,466"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/08,#,2/26/2010,MUNKHIIN USEG,Mongolia,"41,325"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children book purchase contract,C1.2/09,#,2/26/2010,NOMYN KHISHIG,Mongolia,"4,618"
2010,Goods,Education,Miscellaneous,Direct Contracting,MN-Rural Education and Development -READ,P096328,INVESTMENT,SPECIFIC INVEST LN,Children's book purchase contract,C1.2/10,#,2/26/2010,NEPKO PUBLISHING,Mongolia,"4,847"
